ID,Edad,Tipo_Trabajo,Estado_Civil,Educacion,mora,Vivienda,Vehiculo,Contacto,Mes,Dia,Campana,Dias_Ultima_Camp,No_Contactos,Resultado_Anterior,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,vlr_ingresos,segmento,perfil_riesgo,marg_cont,score_cliente,ah,cc,cdt,sum_saldo_prom_ah,sum_monto_trx_ah,sum_cant_trx_ah,sum_saldo_prom_cc,sum_monto_trx_cc,sum_cant_trx_cc,cdt_sum_valor_interes,cdt_sum_monto_apertura,cdt_prom_plazo_total_meses,buro_max_deuda,buro_num_creditos
4104,45,desempleado,casado,pregrado,no,no,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1070594.4588747472,masivo,1,21411.889177494944,950,SI,,SI,289756.22853383224,26604.422038688273,14,0.0,0.0,0,19696.6122666317,713592.0100893019,33,2191415.406124666,2
4107,46,administrador negocio,casado,pregrado,no,si,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1622297.5030322839,masivo,2,32445.95006064568,900,,,SI,0.0,0.0,0,0.0,0.0,0,39960.90394708718,889260.7022788519,23,3504774.8143129083,2
4110,39,administrador negocio,casado,bachillerato,no,si,si,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,,masivo,1,40865.960580727755,950,SI,,,57629.63302052967,5291.355035130431,10,0.0,0.0,0,0.0,0.0,0,7109664.953161179,9
4112,37,empleado,single,bachillerato incompleto,no,si,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1548860.0703257043,masivo,4,30977.201406514087,800,,,SI,0.0,0.0,0,0.0,0.0,0,39105.73735345301,228979.1323984022,31,9516295.599688333,1
4134,41,servicios,casado,bachillerato,no,no,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1540591.6912038825,masivo,4,30811.83382407765,800,,,SI,0.0,0.0,0,0.0,0.0,0,38872.92756383747,1868545.958186976,14,3329694.763067374,2
4139,56,desempleado,divorced,pregrado,,si,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,798008.3121932447,masivo,1,15960.166243864895,950,,,SI,0.0,0.0,0,0.0,0.0,0,39402.774634984366,778024.2134126208,58,9030769.517387232,2
4144,59,pensionado,casado,pregrado,no,no,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,837099.0824490519,masivo,4,16741.98164898104,800,SI,,SI,142819.6469003654,13113.20961340477,10,0.0,0.0,0,24643.02706135622,908966.0223292755,55,8989647.623812959,8
4147,44,vendedor ambulante,casado,pregrado,,,,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,4,10000.0,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5207342.717341477,8
4150,44,ama de casa,single,,,si,si,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,,preferente,2,162478.837159347,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3036547.089197498,9
4151,33,desempleado,casado,bachillerato incompleto,no,si,si,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,2,10000.0,900,,SI,,0.0,0.0,0,149455.5969343509,10479.013385413487,8,0.0,0.0,0,3284703.7859180756,6
4152,42,emprendedor,casado,bachillerato,no,si,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,807094.8022040927,masivo,2,16141.896044081856,900,SI,SI,SI,195603.2758392554,17959.621192301285,15,253929.53178526313,17804.157335762935,7,27085.553931262377,571907.6674126983,42,16637528.944009727,1
4155,35,empleado,casado,Estudiante Universitario,no,si,si,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,781592.7344308025,masivo,2,15631.854688616051,900,,SI,,0.0,0.0,0,186411.7673025252,13070.179001859604,8,0.0,0.0,0,15926797.025132075,5
4162,42,administrador negocio,divorced,pregrado,no,si,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2394924.3769444413,masivo,2,47898.487538888825,900,,SI,,0.0,0.0,0,359548.264101504,25209.568256428895,6,0.0,0.0,0,492064.8196846472,6
4168,47,Vive de los arriendos,casado,pregrado,no,si,si,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1205050.3217079723,masivo,2,24101.006434159448,900,SI,,,376905.8887647171,34606.20461655624,5,0.0,0.0,0,0.0,0.0,0,4420103.900697026,9
4171,51,servicios,casado,,,no,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2747742.072673734,masivo,1,54954.84145347468,950,SI,SI,,67166.37079724472,6166.9855538179845,13,161349.49253837357,11312.948639735287,9,0.0,0.0,0,658584.2376426362,1
4175,27,empleado,casado,bachillerato incompleto,no,si,si,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,826509.3757561315,masivo,4,16530.18751512263,800,SI,SI,,273515.40172124025,25113.245082921847,19,319516.08424879675,22402.729589101727,9,0.0,0.0,0,2830369.5513226823,4
4180,38,emprendedor,casado,bachillerato incompleto,no,no,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1778994.162223802,masivo,2,35579.88324447604,900,SI,SI,SI,293116.8864346774,26912.986108472534,18,11512.455146272414,807.1907245451126,10,26152.5149285514,341366.4188877595,52,1642932.9163617657,3
4184,37,empleado,single,,no,no,no,telefono fijo,may,fri,5,999,0,sin contacto,1.1,93994,-36.4,4857,5191,,masivo,2,13293.058934804852,900,,SI,,0.0,0.0,0,338798.0385315835,23754.675325299264,19,0.0,0.0,0,15270632.848270785,6
4199,51,empleado,soltero,preescolar,,no,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3645149.1277733883,preferente,1,182257.45638866944,950,,,SI,0.0,0.0,0,0.0,0.0,0,24996.57544452816,1984715.3394783847,52,7186693.602209627,2
4206,31,emprendedor,casado,primaria,no,si,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,4,10000.0,800,SI,SI,SI,97561.62649596513,8957.77357129863,10,13372.81302262385,937.6288980750692,14,40754.314030377114,1269522.593107485,17,14045065.1250733,9
4211,43,administrador negocio,divorced,bachillerato,no,no,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1809820.7102270275,masivo,2,36196.41420454055,900,,,SI,0.0,0.0,0,0.0,0.0,0,31590.68278378026,1298639.6475857631,37,10812412.680974824,3
4212,39,administrador negocio,casado,pregrado,,no,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2133776.8809320983,masivo,1,42675.53761864197,950,SI,SI,,332022.6393951674,30485.17876411019,8,279380.6750574142,19588.65304213717,14,0.0,0.0,0,4990736.3292784365,2
4213,57,Vive de los arriendos,casado,pregrado,no,si,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1913799.0974514983,masivo,4,38275.98194902996,800,SI,,SI,228752.70546336076,21003.288003275535,7,0.0,0.0,0,7589.570995197184,1031567.9735602372,53,9994391.669234186,5
4214,53,pensionado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1314712.3411222917,masivo,1,26294.246822445835,950,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4715571.098886356,9
4215,37,Vive de los arriendos,casado,pregrado,no,si,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1370179.300266574,masivo,4,27403.58600533148,800,SI,,SI,178580.35975179568,16396.635484585688,14,0.0,0.0,0,10561.719826348082,1924014.3468238292,40,6933467.421125443,6
4219,32,vendedor ambulante,casado,bachillerato incompleto,no,no,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1543811.4719791096,masivo,1,30876.229439582192,950,,SI,,0.0,0.0,0,245986.1706816973,17247.212068828554,9,0.0,0.0,0,17630272.5660812,6
4220,38,administrador negocio,single,pregrado,no,si,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1352997.9983715115,masivo,1,27059.95996743023,950,SI,,SI,313492.1823649366,28783.775823104985,5,0.0,0.0,0,10315.288302297347,309029.771526816,15,16328657.529303882,3
4224,35,empleado,casado,primaria,,no,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2463879.11679491,masivo,4,49277.582335898194,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,8815331.326679774,5
4225,32,servicios,single,primaria,no,no,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3710523.0015913513,preferente,2,185526.15007956757,900,SI,SI,,75707.18271374893,6951.173579488692,8,197529.80883433274,13849.715589456055,13,0.0,0.0,0,3435899.1469137296,1
4229,38,administrador negocio,casado,pregrado,no,si,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,942508.2149921664,masivo,4,18850.164299843327,800,,SI,SI,0.0,0.0,0,404791.5772615353,28381.78324154367,12,48982.92066023779,1182672.8524878982,52,3269972.002807083,3
4232,57,empleado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,2,10000.0,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,13046726.448736882,2
4233,54,empleado,soltero,preescolar,,,,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1411717.9516487452,masivo,2,28234.359032974906,900,SI,SI,SI,252659.9790203643,23198.37177670555,9,113286.82349739064,7943.055758170008,8,43255.252920554594,1258423.6893919453,19,9943873.33212673,2
4234,43,empleado,casado,preescolar,,si,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,4079709.3376543187,preferente,1,203985.46688271593,950,SI,,,383146.0329495095,35179.15323034281,5,0.0,0.0,0,0.0,0.0,0,10731708.617212897,8
4241,32,empleado,casado,primaria,,si,no,telefono fijo,may,fri,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,696325.4320302692,masivo,2,13926.508640605383,900,SI,,SI,282480.87030123646,25936.423625394378,13,0.0,0.0,0,45603.6289925518,1204840.2776548355,37,1606694.3624778346,5
4242,31,servicios,single,Estudiante Universitario,no,no,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3139116.8054440673,preferente,4,156955.84027220338,800,,SI,SI,0.0,0.0,0,225565.5496817669,15815.429217024604,11,18155.720426767013,1004928.7985301581,20,7649517.463225987,9
4245,49,servicios,casado,bachillerato,,si,si,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3177700.8140764404,preferente,2,158885.04070382204,900,SI,SI,,90082.14400454357,8271.033169411032,16,468954.27358247427,32880.52244825721,16,0.0,0.0,0,7477900.38118468,7
4248,38,tecnico,casado,pregrado,,no,no,telefono fijo,may,fri,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,946411.7582920054,masivo,4,18928.23516584011,800,,,SI,0.0,0.0,0,0.0,0.0,0,41245.61828057227,149492.68863345718,42,5456127.044263785,3
4251,39,empleado,single,Estudiante Universitario,no,no,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2068983.0791852754,masivo,2,41379.66158370551,900,SI,,,348216.0092174644,31971.998381969228,16,0.0,0.0,0,0.0,0.0,0,15134245.081049234,1
4252,52,tecnico,casado,bachillerato incompleto,no,no,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3128396.623128538,preferente,2,156419.8311564269,900,SI,SI,,112795.2567886126,10356.473200768782,10,436133.94331850857,30579.339440029966,3,0.0,0.0,0,2764890.6766235465,7
4255,39,empleado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1120872.2590125129,masivo,2,22417.44518025026,900,SI,,,246942.68740567594,22673.42969071459,10,0.0,0.0,0,0.0,0.0,0,15788765.14309164,3
4257,40,empleado,casado,primaria,,si,si,telefono fijo,may,fri,5,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1296419.6398976382,masivo,4,25928.392797952765,800,SI,SI,,298732.3775880048,27428.581225628743,13,400241.93267304846,28062.78691407546,11,0.0,0.0,0,1824246.9964349438,2
4258,40,empleado,casado,bachillerato incompleto,,si,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,918319.0860513563,masivo,4,18366.381721027126,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3199925.2995156106,2
4266,48,ama de casa,divorciado,preescolar,,no,si,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,2,10000.0,900,SI,SI,SI,116007.62877081601,10651.422166636545,9,269438.15123067476,18891.53736094284,13,11360.354859677831,1599726.2759858542,27,10570614.055182884,1
4268,32,administrador negocio,single,pregrado,no,no,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,850722.4549339929,masivo,4,17014.44909867986,800,,SI,,0.0,0.0,0,198718.49243368264,13933.059616739827,7,0.0,0.0,0,11596443.270969465,5
4271,37,administrador negocio,single,bachillerato,no,si,si,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,2,10000.0,900,,SI,,0.0,0.0,0,27376.025353756006,1919.4579661505675,14,0.0,0.0,0,19354453.443795223,5
4279,45,empleado,casado,primaria,,no,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1534083.468259226,masivo,2,30681.669365184523,900,SI,SI,,16023.824988547063,1471.2525933488591,3,312830.15230178734,21933.948413931354,8,0.0,0.0,0,12160273.399526576,8
4280,33,servicios,single,bachillerato,no,no,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,730026.7689413582,masivo,4,14600.535378827164,800,SI,,,190308.98595330314,17473.517672685015,5,0.0,0.0,0,0.0,0.0,0,11321218.127100645,7
4287,58,empleado,casado,preescolar,no,si,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1733785.9117907477,masivo,4,34675.71823581495,800,SI,,,43241.36306165693,3970.2734889998865,9,0.0,0.0,0,0.0,0.0,0,3841151.800109752,5
4295,48,servicios,casado,Estudiante Universitario,no,si,no,telefono fijo,may,fri,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,4,10000.0,800,,,SI,0.0,0.0,0,0.0,0.0,0,33851.05763401724,769954.1027664904,21,1808070.7044063113,6
4296,38,administrador negocio,single,pregrado,no,si,no,telefono fijo,may,fri,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1830880.2322144571,masivo,1,36617.604644289146,950,SI,,SI,307460.81414630223,28229.99630170793,7,0.0,0.0,0,28884.460582886895,292814.48818111926,46,15824885.732553227,9
4297,40,emprendedor,casado,bachillerato,no,no,si,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2333528.961608925,masivo,2,46670.5792321785,900,SI,SI,SI,308280.89862782054,28305.293643076886,17,222362.38452568962,15590.840702209947,12,13123.812342936131,599587.6619976296,22,15495033.90251371,3
4298,42,vendedor ambulante,casado,pregrado,no,no,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,2,10000.0,900,SI,,,57365.243159259226,5267.079665839558,5,0.0,0.0,0,0.0,0.0,0,8530185.7146577,9
4301,43,Vive de los arriendos,casado,bachillerato,no,no,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1874056.5698475721,masivo,2,37481.131396951445,900,SI,,SI,341787.98482170136,31381.799252289788,10,0.0,0.0,0,14058.521330030144,831449.424038695,20,1652530.5761772215,4
4304,30,empleado,single,bachillerato,no,no,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2727668.992473292,masivo,1,54553.37984946585,950,,SI,,0.0,0.0,0,83618.69772075661,5862.888179902329,11,0.0,0.0,0,9670781.666033737,3
4306,45,empleado,casado,Ninguno,,no,si,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,2,10000.0,900,,SI,,0.0,0.0,0,446789.9295900356,31326.479226458727,16,0.0,0.0,0,8079301.31845911,1
4309,31,empleado,divorced,bachillerato incompleto,no,si,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3172572.386837703,preferente,4,158628.61934188518,800,SI,,,161883.3118256326,14863.569872586324,10,0.0,0.0,0,0.0,0.0,0,14731809.025684578,6
4315,43,empleado,casado,Estudiante Universitario,no,no,si,telefono fijo,may,fri,12,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1919019.0093660452,masivo,4,38380.38018732091,800,,SI,,0.0,0.0,0,449665.70931746357,31528.113256065903,12,0.0,0.0,0,11520242.95691524,7
4316,46,empleado,casado,bachillerato incompleto,,no,no,telefono fijo,may,fri,10,999,0,sin contacto,1.1,93994,-36.4,4857,5191,794988.1442415911,masivo,2,15899.762884831822,900,,SI,SI,0.0,0.0,0,310371.93814131484,21761.591810229722,9,10742.02702399547,1827143.7125035697,18,2909456.9519728953,1
4317,28,administrador negocio,casado,pregrado,no,no,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1444230.922342294,masivo,2,28884.618446845878,900,SI,,SI,342099.4514570969,31410.39704934479,8,0.0,0.0,0,43302.599052112324,1324082.5700054292,30,3643908.7343096947,1
4318,30,ama de casa,casado,bachillerato,,si,no,telefono fijo,may,fri,13,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2058326.9125217223,masivo,2,41166.538250434445,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3054418.0299596656,5
4320,28,ama de casa,casado,primaria,,no,no,telefono fijo,may,fri,11,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1576005.3914124116,masivo,4,31520.107828248234,800,SI,,,29237.674941560806,2684.502926860954,13,0.0,0.0,0,0.0,0.0,0,6772784.872429981,6
4323,27,servicios,casado,bachillerato,,no,si,telefono fijo,may,fri,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2038755.992446369,masivo,1,40775.11984892738,950,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5670327.026122932,8
4325,31,desempleado,casado,Estudiante Universitario,no,si,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,579326.4069206337,masivo,4,11586.528138412676,800,,SI,,0.0,0.0,0,187793.25410917788,13167.041341147202,9,0.0,0.0,0,5247180.100921891,3
4327,56,pensionado,divorciado,preescolar,no,si,si,telefono fijo,may,fri,6,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1669360.824036078,masivo,2,33387.21648072156,900,,,SI,0.0,0.0,0,0.0,0.0,0,41444.76247763383,1111327.6088892836,32,9034423.725404957,6
4329,36,empleado,casado,primaria,no,no,no,telefono fijo,may,fri,5,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,2,10000.0,900,SI,,,364117.7217135471,33432.03902552788,6,0.0,0.0,0,0.0,0.0,0,16609619.040665556,3
4342,32,Vive de los arriendos,divorciado,preescolar,,si,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1388773.9386512996,masivo,4,27775.478773025992,800,,SI,SI,0.0,0.0,0,310760.43503053806,21788.831098592742,10,24725.070191214978,1274734.0632983663,29,6334930.517924833,3
4343,31,administrador negocio,divorced,bachillerato,no,no,si,telefono fijo,may,fri,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,596092.3585352103,masivo,2,11921.847170704204,900,SI,SI,,449779.91147134954,41297.24717172198,5,338725.7644480008,23749.607859745505,9,0.0,0.0,0,5947639.771715645,1
4344,25,empleado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,fri,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,764470.0574102334,masivo,4,15289.401148204668,800,SI,,SI,283423.32957487495,26022.95700000733,6,0.0,0.0,0,11649.19229053854,1189508.6492502354,38,9361429.220423091,9
4346,49,tecnico,casado,Estudiante Universitario,no,no,no,telefono fijo,may,fri,6,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2736093.1752104373,masivo,2,54721.86350420875,900,,,SI,0.0,0.0,0,0.0,0.0,0,39623.03526972796,615083.3405571438,20,6344167.17120493,4
4350,39,empleado,divorced,bachillerato incompleto,no,no,no,telefono fijo,may,fri,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2591310.120594269,masivo,4,51826.20241188538,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,12245569.45528823,5
4351,33,administrador negocio,divorced,pregrado,no,no,no,telefono fijo,may,fri,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2109138.120907177,masivo,4,42182.762418143546,800,SI,SI,,13507.75496171785,1240.2356823013636,10,130284.80629930034,9134.861839440293,15,0.0,0.0,0,1446545.9499784326,4
4353,56,administrador negocio,casado,pregrado,,no,no,telefono fijo,may,fri,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,1,10000.0,950,,SI,,0.0,0.0,0,27698.17371357788,1942.04525658269,9,0.0,0.0,0,4638583.322054321,4
4356,50,administrador negocio,casado,bachillerato,,si,no,telefono fijo,may,fri,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1183591.550305198,masivo,4,23671.83100610396,800,SI,SI,,184004.79731197073,16894.68871679277,11,149658.97358607964,10493.273049818576,8,0.0,0.0,0,15044689.472535424,9
4359,40,empleado,casado,preescolar,no,no,no,telefono fijo,may,fri,11,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2713097.6999791833,masivo,1,54261.95399958367,950,SI,SI,SI,380077.08884864603,34897.37332008635,6,395343.49447536754,27719.335076245214,2,43930.47005043444,1080358.8630198452,8,17337903.59513995,6
4367,36,servicios,single,primaria,,si,no,telefono fijo,may,fri,5,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1641716.9136399047,masivo,4,32834.33827279809,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,8461471.279594742,3
4372,33,vendedor ambulante,casado,bachillerato incompleto,no,no,no,telefono fijo,may,fri,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3819329.5399816944,preferente,2,190966.47699908473,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4831766.136586177,7
4375,38,empleado,single,primaria,no,si,no,telefono fijo,may,fri,6,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1893317.839394372,masivo,4,37866.35678788744,800,SI,,,373964.22745429643,34336.111375098364,9,0.0,0.0,0,0.0,0.0,0,7131251.123926422,8
4376,37,administrador negocio,single,bachillerato,,si,no,telefono fijo,may,fri,5,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1692049.1164900316,masivo,4,33840.98232980063,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,16497019.771735832,4
4378,42,ama de casa,casado,Estudiante Universitario,no,si,no,telefono fijo,may,mon,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1190883.5357974987,masivo,1,23817.670715949975,950,SI,SI,SI,101763.43297776731,9343.569015739642,15,231732.1968333301,16247.800967362851,8,22258.777689963572,1750080.9854076037,54,12431481.459261239,7
4381,35,administrador negocio,casado,pregrado,no,si,no,telefono fijo,may,mon,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1633540.9047822822,masivo,2,32670.818095645645,900,SI,,SI,262856.42483109114,24134.574421997495,14,0.0,0.0,0,5708.896920457966,1719862.3537675592,8,6469663.081621014,5
4385,48,administrador negocio,single,pregrado,no,no,no,telefono fijo,may,mon,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1347530.163619456,masivo,2,26950.603272389122,900,SI,SI,,359218.97636405815,32982.25304716488,12,20212.878433934457,1417.2170732419863,9,0.0,0.0,0,15541088.298074357,3
4392,43,servicios,casado,bachillerato,no,si,no,telefono fijo,may,mon,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2208108.6766885906,masivo,4,44162.17353377181,800,,SI,SI,0.0,0.0,0,426011.05934654514,29869.577886651758,9,12261.567602892983,1316415.2738979014,59,8405839.872912487,7
4393,57,pensionado,single,Estudiante Universitario,no,si,no,telefono fijo,may,mon,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2456702.316794584,masivo,2,49134.04633589168,900,,SI,,0.0,0.0,0,262085.81008195152,18376.031197962275,12,0.0,0.0,0,2944082.199296775,5
4395,47,administrador negocio,divorced,pregrado,no,no,no,telefono fijo,may,mon,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,714010.5394920505,masivo,2,14280.21078984101,900,SI,,SI,391862.86326987605,35979.502661504695,12,0.0,0.0,0,39522.125283303656,161475.86335210473,13,3264040.0024027233,3
4396,42,administrador negocio,casado,preescolar,no,no,no,telefono fijo,may,mon,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,1,10000.0,950,SI,SI,,68739.49859757366,6311.424747178958,16,106094.62558140562,7438.777967454312,10,0.0,0.0,0,19672939.94184118,8
4408,36,servicios,single,bachillerato incompleto,no,si,si,telefono fijo,may,mon,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,2,10000.0,900,,SI,SI,0.0,0.0,0,34491.94753164869,2418.387717068176,10,45170.429573528454,1260903.4595175867,38,4129749.1432273304,7
4409,48,pensionado,divorced,Estudiante Universitario,no,si,no,telefono fijo,may,mon,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2007991.3269125437,masivo,2,40159.826538250876,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,18043788.548342105,2
4410,30,empleado,casado,bachillerato,no,no,no,telefono fijo,may,mon,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,2,10000.0,900,SI,SI,,440453.5122048909,40440.92921285814,8,487545.1527586798,34184.013757583256,9,0.0,0.0,0,15870251.805409174,4
4411,28,empleado,casado,primaria,no,si,no,telefono fijo,may,mon,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,1,10000.0,950,SI,SI,SI,101496.16744638211,9319.029612292321,12,401005.1622576448,28116.300420408992,16,7701.706884606849,1577350.7223949186,44,7184226.109564734,6
4412,45,empleado,casado,preescolar,,no,no,telefono fijo,may,mon,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1888578.604530964,masivo,1,37771.57209061928,950,,,SI,0.0,0.0,0,0.0,0.0,0,49643.22061649434,1700237.7547913056,34,7183054.764679468,2
4414,42,emprendedor,casado,primaria,no,no,no,telefono fijo,may,mon,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3992999.5174327907,preferente,2,199649.97587163956,900,,SI,SI,0.0,0.0,0,86063.8087363607,6034.3260623698025,7,9321.169365922076,740978.5688218379,8,12851299.200270137,8
4415,44,empleado,casado,preescolar,,si,no,telefono fijo,may,mon,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1493929.0884601066,masivo,2,29878.581769202134,900,SI,,SI,280727.62475238147,25775.446638790123,11,0.0,0.0,0,21267.1248197772,1946668.4785986517,39,8160511.583310648,6
